dependency,label,project_language,count
async-retriever,,Python,1
atari_py,,Python,1
atest,,C++,1
atest.tar.gz,,C++,1
atex-extra,,C++,1
atexpdf,,C,1
atex-recommended,,C++,1
atlas_puppet,,C++,1
atlas_simbicon,,C++,1
atomicAdd,,C++,1
atomics,,Python,1
atomman,,Python,1
atooms,,Python,1
atpublic,,Python,1
AUC,,R,1
Audi,,C++,1
audioop-lts,,Python,1
auditor,,R,1
auditwheel,,Python,1
authlib,,Python,1
autoarray,,Python,1
auto-changelog,,Python,1
autocommand,,Python,1
autodiff,,C++,1
autoemulate,,Python,1
autofit,,Python,1
autogalaxy,,Python,1
automata-lib,,Python,1
autometric,,R,1
autoroot,,Python,1
av,,Python,1
available,,C++,1
aweSOM,,Python,1
awscli,,Python,1
azure-batch,,Python,1
azure-storage-common,,Python,1
B1,,C++,1
babelgene,,R,1
babette,,R,1
backend,,Python,1
backports.csv,,Python,1
backports.functools-lru-cache,,Python,1
backports-datetime-fromisoformat,,Python,1
backports-strenum,,Python,1
backports-zoneinfo,,Python,1
BART,,R,1
bartCause,,R,1
barycorrpy,,Python,1
basedpyright,,Python,1
bash_kernel,,Python,1
bash-kernel,,Python,1
bashlex,,Python,1
Basu,,C++,1
batchgenerators,,Python,1
batchtools,,R,1
BayesFM,,R,1
bayesQR,,R,1
Bchron,,R,1
bdata,,Python,1
bde,,R,1
bdsmatrix,,R,1
beastier,,R,1
beautier,,R,1
BeautifulSoup4,,Python,1
bed-reader,,Python,1
beiwe-forest,,Python,1
bestglm,,R,1
betapart,,R,1
bfloat16,,C++,1
BFpack,,R,1
bib2df,,R,1
biddy,,C,1
bifacial_radiance,,Python,1
bigmemory,,R,1
bin,,C++,1
bindr,,R,1
binom,,R,1
bintrees,,Python,1
Bio,,Python,1
Biobase,,R,1
BiocSingular,,R,1
BiocVersion,,R,1
biogears,,C++,1
biogears-common,,C++,1
biomaRt,,R,1
biomartr,,R,1
biom-format,,Python,1
biopeaks,,Python,1
biopsykit,,Python,1
Biopython,,Python,1
bioread,,Python,1
bioservices,,Python,1
biotmleData,,R,1
biped_stand,,C++,1
birk,,R,1
BISON,,C++,1
bitblock,,C++,1
bitsandbytes,,Python,1
biwavelet,,R,1
blackd,,Python,1
blas EXCLUDE_FROM_ALL,,C++,1
blaze,,C++,1
BlazeIterative,,C++,1
bleach[css],,Python,1
blender-addon-tester,,Python,1
bleurt,,Python,1
bliss-bind,,Python,1
blist,,Python,1
blockbinary,,C++,1
blockdecimal,,C++,1
blockfraction,,C++,1
blockmatrix,,R,1
blocksignificand,,C++,1
blocktriple,,C++,1
blosc,,Python,1
blosc2,,Python,1
bluebonnet,,Python,1
BlueFramework,,C++,1
BlueFramework.Application,,C++,1
BlueFramework.Core,,C++,1
BlueFramework.Engine,,C++,1
BlueFramework.ImageProcessing,,C++,1
BlueFramework.Rasterizer,,C++,1
bluepy,,Python,1
bluepysnap,,Python,1
bmi-c,,Python,1
bmi-cxx,,Python,1
bmi-fortran,,Python,1
bmi-tester,,Python,1
body,,C++,1
BoltzTraP2,,Python,1
Bomex,,C++,1
bond,,C++,1
bondcpp,,C++,1
boost_filesystem,,C++,1
boost_log,,C++,1
boost_program_options,,C++,1
boost_python3,,C++,1
boost_thread,,C++,1
boost-asio,,C++,1
boost-chrono,,C++,1
boost-date-time,,C++,1
boost-geometry,,C++,1
boost-locale,,C++,1
BoostNumericBindings,,C++,1
boost-property-tree,,C++,1
boost-signals2,,C++,1
boost-ublas,,C++,1
boost-uUId,,C++,1
bootnet,,R,1
bootstrapped,,Python,1
Boruta,,Python,1
boto,,Python,1
botorch,,Python,1
Boundary,,C++,1
boundary,,C++,1
BoundaryLayer,,C++,1
bounded-pool-executor,,Python,1
box_stacking,,C++,1
box2d-py,,Python,1
boxes,,C++,1
bqplot-image-gl,,Python,1
brainglobe-space,,Python,1
brglm,,R,1
briefcase,,Python,1
broman,,R,1
broom.helpers,,R,1
Brotli,,Python,1
brotlicffi,,Python,1
BSDA,,R,1
bsicons,,R,1
bsmschema,,Python,1
bspline,,C++,1
bsplus,,R,1
bstats,,R,1
btl EXCLUDE_FROM_ALL,,C++,1
Bubble,,C++,1
bUIld-backend,,Python,1
bUIld-tools,,C++,1
bUIltin_interfaces,,C++,1
bump,,Python,1
bumps,,Python,1
bundle,,C++,1
butcher,,R,1
BZip2,,C++,1
c_generation,,C++,1
C_laplacian,,C,1
c++,,C++,1
c++lib,,C++,1
c3d,,Python,1
CacheControl,,Python,1
cached_interpolate,,Python,1
cached_method,,Python,1
cached_property,,Python,1
cached-method,,Python,1
cachey,,Python,1
cadabra2,,C++,1
CADET,,C++,1
cadet-cli,,C++,1
cads-api-client,,Python,1
cad-to-shapely,,Python,1
cai2,,Python,1
cAIC4,,R,1
Cairo,,R,1
CairoSVG,,Python,1
calibrate,,R,1
caliscope,,Python,1
CAMERA,,R,1
cantera,,Python,1
captum,,Python,1
capturer,,Python,1
cardiac,,Python,1
carrier,,R,1
cart_pole,,C++,1
cartes,,Python,1
carve,,C++,1
casex,,Python,1
caskade,,Python,1
casting,,C++,1
catalyst,,Python,1
Catch,,C++,1
catch2,,C++,1
category-encoders,,Python,1
catkin,,C++,1
caTools,,R,1
cattle_lca,,Python,1
cazy-parser,,Python,1
cbcbeat,,Python,1
CCD,,C++,1
ccdproc,,Python,1
CCfits,,C++,1
c-compiler,,Python,1
ccp-performance,,Python,1
ccxt,,Python,1
cdflib,,Python,1
cdp-backend,,Python,1
cdp-data,,Python,1
CDSE,,R,1
ceed,,C,1
ceilopyter,,Python,1
celery[redis],,Python,1
celluloid,,Python,1
Cerberus,,Python,1
cereal,,C++,1
cerf,,C++,1
certipy,,Python,1
cf_xarray,,Python,1
CFC,,R,1
cfitsio,,C++,1
cfloat,,C++,1
cfunits,,Python,1
cf-xarray,,Python,1
cgal,,C++,1
cgal_traits,,C++,1
changepoint,,R,1
Channel_Test,,C++,1
channels_redis,,Python,1
chaos,,C++,1
chaospy,,Python,1
Chaste,,C++,1
Chaste_COMMON_DEPS,,C++,1
chaste_pychaste,,C++,1
chebyshev,,C++,1
check-wheel-contents,,Python,1
chemicals,,Python,1
chemotools,,Python,1
cheroot,,Python,1
CherryPy,,Python,1
chirps,,R,1
choix,,Python,1
CHOLMOD,,C++,1
choreographer,,Python,1
circadian-scp-upload,,Python,1
circUIt_optimizer,,C++,1
circUIt_profiler,,C++,1
cJSON,,C,1
cjson,,C,1
Ckmeans.1d.dp,,R,1
cl,,Python,1
CLANG_FORMAT,,C++,1
clang-format,,Python,1
clang-format-docs,,Python,1
clang-tidy,,Python,1
ClassDiscovery,,R,1
clbool,,C++,1
clean_up_annotations,,Python,1
cleantext,,Python,1
clearml,,Python,1
cleo,,Python,1
cleverdict,,Python,1
CLI11,,C++,1
click_completion,,Python,1
click-log,,Python,1
click-option-group,,Python,1
click-rich-help,,Python,1
client,,C,1
client_server,,C++,1
clients,,C++,1
climr,,R,1
cliqueMS,,R,1
clisymbols,,R,1
cln,,C++,1
closure,,C++,1
cloudnetpy_qc,,Python,1
cloup,,Python,1
clue,,R,1
clustree,,R,1
clValid,,R,1
clyent,,Python,1
CMA,,C++,1
cmaes,,Python,1
CMake,,C++,1
cmake-doc-extractor,,C++,1
cmd,,C++,1
cmdstanr,,R,1
cmeel,,Python,1
cmultiscale,,C,1
CNS,,C++,1
coacd,,Python,1
cobaya,,Python,1
codeclimate-test-reporter,,Python,1
codegen,,C++,1
codemetar,,R,1
coercion,,C++,1
coiled,,Python,1
colander,,Python,1
collapsibleTree,,R,1
collision,,C++,1
collisions,,C++,1
coloraide,,Python,1
colorclade,,Python,1
colored,,Python,1
colorhash,,Python,1
colorpalette,,Python,1
colorspacious,,Python,1
colossus,,Python,1
colour-runner,,Python,1
combat,,Python,1
combi_example,,C++,1
combi_example_faults,,C++,1
combi_workers_only,,C++,1
combinat,,R,1
combine_pvalues_discrete,,Python,1
commands,,C++,1
commensurability,,Python,1
commitlint,,Python,1
CommonMark,,Python,1
compare,,R,1
compiler-launcher,,C++,1
complex,,C++,1
compositions,,R,1
CompQuadForm,,R,1
compression,,C++,1
concepts,,Python,1
condMVNorm,,R,1
CondUIt,,C++,1
conesearch-alchemy,,Python,1
ConfigArgParse,,Python,1
configmypy,,Python,1
configspace,,Python,1
ConfigSpace,,Python,1
confluent_kafka,,Python,1
confuse,,Python,1
constants,,C++,1
constraint,,C++,1
constraints,,C++,1
construct,,Python,1
contextlib2,,Python,1
contexttimer,,Python,1
contextvars,,Python,1
contfrac,,R,1
continuum,,Python,1
contribs,,C++,1
controllers,,C++,1
conversions,,C++,1
convertdate,,Python,1
coord_transformations,,C++,1
CoordinateCleaner,,R,1
copernicusmarine,,Python,1
coptpy,,Python,1
copula,,R,1
core_tutorial,,C++,1
coreComponents,,C++,1
CoreProgs,,C++,1
corncob,,R,1
corpcor,,R,1
correlation_lib,,C++,1
Couette_PoiseUIlle,,C++,1
country-converter,,Python,1
courts-db,,Python,1
coverage[toml],,Python,1
coverage_config,,C++,1
COVID19,,R,1
cplex,,Python,1
cpp,,C,1
cpp ${RRTMGP_BIN},,C++,1
CPPUNIT,,C++,1
cptcity,,R,1
crashtest,,Python,1
crate,,Python,1
crc,,Python,1
crc32c,,Python,1
crch,,R,1
createxdmf,,C++,1
crew,,R,1
Criterion,,C++,1
cronutils,,Python,1
crop_lca,,Python,1
crosshair-tool,,Python,1
crsuggest,,R,1
cryptojwt,,Python,1
crystal_toolkit,,Python,1
crystal-toolkit,,Python,1
csg,,C++,1
csg-tutorials,,C++,1
CSparse,,C++,1
cssselect,,Python,1
csv-diff,,Python,1
ctbench,,C++,1
ctbench-compile-opts,,C++,1
CUB,,C++,1
cub,,C++,1
cublas,,C,1
cuda_hip,,C++,1
cudaDebrisFlowSolverPybind,,C++,1
cudaFloodSolversPybind,,C++,1
cudaLandslideSolverPybind,,C++,1
cufft,,C++,1
cufftw,,C++,1
cufinufft,,Python,1
cupy-cuda11x,,Python,1
curand,,C,1
Curses,,C++,1
cusparse,,C,1
custom_types,,C++,1
customtkinter,,Python,1
cute-ranking,,Python,1
cutint,,C++,1
cutpointr,,R,1
cvmatrix,,Python,1
cweqgen,,Python,1
Cxx,,C++,1
cxx,,C++,1
cxx-compiler,,Python,1
cyclic,,Python,1
cyclocomp,,R,1
cyclonedx-bom,,Python,1
cyclophaser,,Python,1
cyclopts,,Python,1
cylinder_fitting,,Python,1
cython-lint,,Python,1
CytobankAPI,,R,1
cytriangle,,Python,1
cz-conventional-gitmoji,,Python,1
d2spy,,Python,1
daal,,Python,1
dagitty,,R,1
dagster,,Python,1
daiqUIri,,Python,1
dams,,R,1
daqp,,Python,1
darglint,,Python,1
dart,,C++,1
dartpy,,C++,1
dash-table-experiments,,Python,1
dash-uploader,,Python,1
dask[dataframe],,Python,1
dask[delayed],,Python,1
dask[distributed],,Python,1
dask[full],,Python,1
dask_geopandas,,Python,1
dask-image,,Python,1
dask-ml,,Python,1
data_types,,C++,1
databricks-sdk,,Python,1
dataclass_bUIlder,,Python,1
dataclass-bUIlder,,Python,1
dataclasses_json,,Python,1
dataclassish,,Python,1
dataflows-tabulator,,Python,1
dataintegrityfingerprint,,Python,1
datamods,,R,1
DataProcessing,,C++,1
dataretrieval,,Python,1
data-science-types,,Python,1
datasieve,,Python,1
datastructures,,C++,1
dbarts,,R,1
dbns,,C++,1
dc,,C++,1
Dcgp,,C++,1
dcgp,,C++,1
dcgpy,,C++,1
dclone,,R,1
dcm2,,R,1
dcm2niix,,Python,1
dcmdata,,R,1
dcmle,,R,1
dcmstan,,R,1
dcor,,Python,1
dd_cascade,,C++,1
DDC,,C++,1
dearpygUI,,Python,1
debtcollector,,Python,1
Decay,,C++,1
decaylanguage,,Python,1
decimal,,C++,1
DECIPHER,,R,1
decopatch,,Python,1
decorators,,C++,1
decorit,,Python,1
decoupledibpm,,C++,1
deepaas,,Python,1
deepaas-cli,,Python,1
deepaas-run,,Python,1
deepdish,,Python,1
deeplabcut-live,,Python,1
deep-sort-realtime,,Python,1
DelayedArray,,R,1
DelayedMatrixStats,,R,1
deldir,,R,1
dem,,C++,1
demo,,C++,1
demos,,C++,1
demos EXCLUDE_FROM_ALL,,C++,1
dendropy,,Python,1
dense,,C++,1
DensityCurrent,,C++,1
dependencies,,C++,1
depinfo,,Python,1
deps,,C++,1
deptree,,Python,1
DerivedQuantities,,C++,1
DescTools,,R,1
desplot,,R,1
details,,R,1
DETECTRON,,Python,1
detectseparation,,R,1
detoxify,,Python,1
device_hooks,,C++,1
devices,,C++,1
dflags,,C++,1
dfloat,,C++,1
DFO-LS,,Python,1
dfoptim,,R,1
dgbowl-schemas,,Python,1
DHARMa,,R,1
dichromat,,R,1
dicom_parser,,Python,1
dict2xml,,Python,1
did,,R,1
differt2d,,Python,1
differt-core,,Python,1
diffviewer,,R,1
dir.expiry,,R,1
DirichletReg,,R,1
dirmult,,R,1
disclap,,R,1
discotec,,C++,1
DiscreteWeibull,,R,1
disk.frame,,R,1
diskcache,,Python,1
dismo,,R,1
distinctipy,,Python,1
distrax,,Python,1
distributed[full],,Python,1
distributed_advection,,C++,1
distributed_third_level,,C++,1
distribution,,C++,1
diverse-seq,,Python,1
divest,,R,1
django-bootstrap4,,Python,1
django-celery-results,,Python,1
django-debug-toolbar,,Python,1
django-environ,,Python,1
django-filter,,Python,1
django-health-check,,Python,1
django-nose,,Python,1
django-pandas,,Python,1
djangorestframework,,Python,1
djangorestframework-simplejwt,,Python,1
"django-stubs[1-15-0,1.15.0]",,Python,1
django-stubs-ext,,Python,1
django-tables2,,Python,1
django-widget-tweaks,,Python,1
dl-cloud,,Python,1
dllist,,Python,1
dlm,,C++,1
DLT,,C,1
dmgbUIld,,Python,1
dm-haiku,,Python,1
dnaapler,,Python,1
dna-features-viewer,,Python,1
dnaio,,Python,1
dnest4,,C++,1
dnn,,C++,1
doBy,,R,1
doc EXCLUDE_FROM_ALL,,C++,1
doc2dash,,Python,1
dockerspawner,,Python,1
docopts,,Python,1
docrep,,Python,1
docstr-coverage,,Python,1
docstring-parser-fork,,Python,1
docs-versions-menu,,Python,1
doct,,Python,1
doctr,,Python,1
Documentation,,Python,1
dodgy,,Python,1
DogboneAnalytic,,C++,1
dogpile.cache,,Python,1
dogpile-cache,,Python,1
DOLFIN,,C++,1
DOLFINX,,C++,1
dolfinx_traits,,C++,1
dominate,,Python,1
domir,,R,1
doMPI,,R,1
donfig,,Python,1
doped,,Python,1
doppy,,Python,1
doSNOW,,R,1
dotmap,,Python,1
dotty-dict,,Python,1
DoubleGyre,,C++,1
DoublyPeriodic,,C++,1
downstream,,Python,1
dpcontracts,,Python,1
dpcpp,,C++,1
dplR,,R,1
drag_and_drop,,C++,1
drc,,R,1
drf-spectacular,,Python,1
drifter,,R,1
DrivenTurbulence,,C++,1
driver,,C++,1
Driver,,C++,1
drms,,Python,1
dropbox,,Python,1
DRR,,R,1
drtmle,,R,1
dsp,,C++,1
ds-store,,Python,1
dtt,,R,1
dtwc bin,,C++,1
dtwc++,,C++,1
ducc,,C++,1
duckdb-engine,,Python,1
dulwich,,Python,1
dune,,C++,1
dune_traits,,C++,1
dune-common,,C++,1
dune-functions,,C++,1
dunn.test,,R,1
durationpy,,Python,1
dustgoggles,,Python,1
dustmaps,,Python,1
dynamics,,C++,1
dynamic-security,,C,1
dynasor,,Python,1
dynlm,,R,1
eagleSqlTools,,Python,1
EarlyBinding,,C++,1
earthengine_api,,Python,1
easy_mpl,,Python,1
easy3d,,C++,1
easystats,,R,1
EB,,C++,1
EB_SquareCylinder,,C++,1
EBImage,,R,1
ecabc,,Python,1
ecpint,,C++,1
ecr,,R,1
Ecume,,R,1
edgedb,,Python,1
editdistance,,Python,1
edlib,,Python,1
edpsources,,C++,1
edt,,Python,1
ee-extra,,Python,1
eerepr,,Python,1
EFAutilities,,R,1
effects,,R,1
efloat,,C++,1
EGAnet,,R,1
egend,,C,1
eha,,R,1
eigen,,C++,1
einsum,,R,1
einteger,,C++,1
ekat ${EKAT_BIN},,C++,1
EKF_LIB,,C++,1
EKF_NODE_LIB,,C++,1
EKF_UTL,,C++,1
EkmanSpiral,,C++,1
elasticnet,,R,1
elasticsearch[async],,Python,1
ele,,Python,1
ElementEmbeddings,,Python,1
elementembeddings,,Python,1
elephas,,Python,1
elevatr,,R,1
elliptic,,R,1
elreal,,C++,1
embind,,C++,1
emd,,Python,1
emoji,,Python,1
emojifont,,R,1
empty,,C++,1
empymod,,Python,1
encoding,,C++,1
energy_pandas,,Python,1
engineering,,C++,1
english,,R,1
ENMeval,,R,1
enum_tools,,Python,1
enviPat,,R,1
enviPick,,R,1
EOS,,C++,1
EOSPAC,,C++,1
eo-tides,,Python,1
epc,,Python,1
epiclibcpp,,Python,1
eppy,,Python,1
epyt-flow,,Python,1
EQL,,R,1
erddapy,,Python,1
ereal,,C++,1
err,,R,1
error-grids,,Python,1
esbonio,,Python,1
escapism,,Python,1
esoreader,,Python,1
espatools,,Python,1
espbm,,Python,1
ESPRESSO,,C++,1
ESPRESSOPP,,C++,1
ess,,R,1
essential_generators,,Python,1
essential-generators,,Python,1
estimability,,R,1
etc,,C++,1
ete3,,Python,1
Etherlab,,C++,1
etsencrypt.md,,C,1
eulerr,,R,1
eurostat,,R,1
eval,,C++,1
eve,,C++,1
Eventlet,,Python,1
events,,Python,1
everett,,Python,1
ewmhlib,,Python,1
ewstools,,Python,1
exaNBody,,C++,1
exhale,,Python,1
exotic_ld,,Python,1
exotic-ld,,Python,1
exouprf,,Python,1
expansion,,C++,1
EXPAT,,C++,1
ExploreModelMatrix,,R,1
ExpressBindingGenerator,,C++,1
exprtk,,C++,1
expUI,,C++,1
exputil,,C++,1
exrex,,Python,1
ext,,C++,1
extensions,,C++,1
extern,,C++,1
externalComponents,,C++,1
extrafont,,R,1
eyecite,,Python,1
ezyrb,,Python,1
F_Interfaces,,C++,1
f2s,,C++,1
f90nml,,Python,1
fabada,,Python,1
face-alignment,,Python,1
facenet-pytorch,,Python,1
FactoMineR,,R,1
factorization,,C++,1
factory-boy,,Python,1
Faddeeva,,C++,1
faicons,,Python,1
failtest,,C++,1
faithful,,C++,1
fake-bpy-module-latest,,Python,1
faker,,Python,1
fakeredis,,Python,1
falcon,,Python,1
faraway,,R,1
fast_hdbscan,,Python,1
fastapi[all],,Python,1
fastapi-cache2,,Python,1
fast-diff-match-patch,,Python,1
fasterize,,R,1
fastexcel,,Python,1
fastglm,,R,1
FastGP,,R,1
fastICA,,R,1
fastkde,,Python,1
FastKNN,,R,1
fastnumbers,,Python,1
fast-pytorch-kmeans,,Python,1
fasttime,,R,1
fast-twed,,Python,1
fat-forensics[all],,Python,1
fau-colors,,Python,1
FCL,,C++,1
fcl,,C++,1
fcl_interface,,C++,1
FD,,R,1
fe,,C++,1
feather-format,,Python,1
FedData,,R,1
feisr,,R,1
fenics,,C++,1
fenics-basix,,Python,1
fenics-pulse,,Python,1
fenics-ufl,,Python,1
fetch,,C++,1
ffmpy,,Python,1
fft,,C++,1
FFT,,C++,1
fftw3_omp,,C++,1
fGarch,,R,1
ficus,,Python,1
fido2,,Python,1
field,,C++,1
figaro,,Python,1
FigureMaker,,C++,1
fileio,,C++,1
filematrix,,R,1
files,,Python,1
FileSystem,,C++,1
find_package,,C++,1
findiff,,Python,1
findlibs,,Python,1
findspark,,Python,1
fingerprint,,R,1
finvader,,Python,1
firebase-admin,,Python,1
firedrake,,Python,1
FireWorks,,Python,1
first,,Python,1
fishersrc,,Python,1
fixpnt,,C++,1
flake8_docstrings,,Python,1
flake8-absolute-import,,Python,1
flake8-annotations,,Python,1
flake8-blind-except,,Python,1
flake8-bUIltins,,Python,1
flake8-colors,,Python,1
flake8-isort,,Python,1
Flake8-pyproject,,Python,1
flake8-typing-imports,,Python,1
flake8-unused-arguments,,Python,1
flask_sock,,Python,1
flask-babel,,Python,1
flask-compress,,Python,1
Flask-Compress,,Python,1
Flask-HTTPAuth,,Python,1
Flask-Login,,Python,1
Flask-Mail,,Python,1
Flask-MonitoringDashboard,,Python,1
flask-orjson,,Python,1
flask-restful,,Python,1
flask-socketio,,Python,1
flask-sqlalchemy,,Python,1
Flask-SQLAlchemy,,Python,1
Flask-WTF,,Python,1
flatten_dict,,Python,1
FLEX,,C++,1
flexdashboard,,R,1
flexsolve,,Python,1
flexsurv,,R,1
flint,,C++,1
flit-core,,Python,1
floatcascade,,C++,1
floating-point,,C++,1
FlowInABox,,C++,1
flowjax,,Python,1
flowmc,,Python,1
fluprodia,,Python,1
flux,,C++,1
fmesher,,R,1
fmilibcpp,,C++,1
FMPy,,Python,1
fmpy,,Python,1
fmriprep,,Python,1
fmsb,,R,1
fmt EXCLUDE_FROM_ALL,,C++,1
fMultivar,,R,1
fnft,,C,1
FNN,,R,1
foamlib,,Python,1
fomac,,C++,1
forcefield,,C++,1
Forcing,,C++,1
format,,C++,1
formats,,C++,1
fortran,,C++,1
fortran-compiler,,Python,1
fossil,,R,1
foxes-opt,,Python,1
fpbench,,C++,1
fpc,,R,1
fpdf2,,Python,1
fpga,,C++,1
fracdiff,,R,1
fRAT,,Python,1
frechet,,R,1
free_properties,,Python,1
freeqdsk,,Python,1
freesasa,,Python,1
Freetype,,C++,1
freetype-py,,Python,1
freqtrade-client,,Python,1
fresh,,R,1
Friction,,C++,1
FRK,,R,1
frontend,,C++,1
fslpy,,Python,1
fslr,,R,1
fsspec[http],,Python,1
ft-pandas-ta,,Python,1
fuelcell,,Python,1
funcsigs,,Python,1
function,,C++,1
functions,,C++,1
functools32,,Python,1
fungible,,R,1
furl,,Python,1
futures,,Python,1
fwb,,R,1
G2O,,C++,1
g3read,,Python,1
GA,,R,1
galpy,,Python,1
gamair,,R,1
gamlss.data,,R,1
gcamreader,,Python,1
gcc,,C++,1
gcn-kafka,,Python,1
gcov,,C++,1
geeadd,,Python,1
geedim,,Python,1
geefcc,,Python,1
geetools,,Python,1
geigen,,R,1
geiger,,R,1
gemma2,,R,1
gempy,,Python,1
gendocs,,Python,1
gene_distributed,,C++,1
gene_distributed_linear,,C++,1
gene_distributed_third_level,,C++,1
genecpint,,C++,1
genefilter,,R,1
GenerateBModeFromRF,,C++,1
GenerateDisplacementFromFrames,,C++,1
GenerateDisplacementFromTimeSeries,,C++,1
generate-setup-file,,Python,1
Generator,,C++,1
generator,,R,1
geneticalgorithm,,Python,1
genicam,,Python,1
genMCMCDiag,,R,1
GenomicFeatures,,R,1
geoarrow-c,,Python,1
geoarrow-pandas,,Python,1
geoarrow-pyarrow,,Python,1
geocoder,,Python,1
geocube,,Python,1
geodata,,R,1
geodist,,R,1
geographiclib,,Python,1
geoindex-rs,,Python,1
geolib,,Python,1
GEOmap,,R,1
geomdl,,Python,1
geometric_shapes,,C++,1
geometries,,R,1
geometry_msgs,,C++,1
geometryRTheta,,C++,1
geometryVparMu,,C++,1
geometryXVx,,C++,1
geometryXY,,C++,1
geometryXYVxVy,,C++,1
geoR,,R,1
george,,Python,1
geos,,Python,1
get-annotations,,Python,1
getdaft,,Python,1
getting_started,,C++,1
gewurz,,C++,1
gffutils,,Python,1
gflags,,C++,1
gflex,,Python,1
gfortran,,C++,1
gfp,,C++,1
ggalluvial,,R,1
ggborderline,,R,1
ggdag,,R,1
ggfortify,,R,1
ggfun,,R,1
ggh4x,,R,1
gghalves,,R,1
ggimage,,R,1
ggmap,,R,1
GGMncv,,R,1
ggnetwork,,R,1
ggokabeito,,R,1
ggplotify,,R,1
ggpp,,R,1
ggsankeyfier,,R,1
ggseqlogo,,R,1
ggstar,,R,1
ggstatsplot,,R,1
ggvenn,,R,1
ggwordcloud,,R,1
ghc_filesystem,,C++,1
ghoul,,C++,1
GiNaC,,C++,1
ginga,,Python,1
Ginkgo,,C++,1
ginkgo,,C++,1
ginkgo_cuda,,C++,1
ginkgo_device,,C++,1
ginkgo_dpcpp,,C++,1
ginkgo_hip,,C++,1
ginkgo_omp,,C++,1
ginkgo_reference,,C++,1
giotto-ph,,Python,1
git2r,,R,1
git-changelog,,Python,1
gizmo-analysis,,Python,1
gj,,Python,1
GJRM,,R,1
glcontext,,Python,1
glfw,,C++,1
glibmm,,C++,1
GLIBMM3,,C++,1
GLIBMM4,,C++,1
glm2,,R,1
glmulti,,R,1
globals,,R,1
glpk,,Python,1
glutess,,C++,1
glymur,,Python,1
gmnl,,R,1
gmock,,C++,1
gmp,,C++,1
GMPXX,,C++,1
gmr,,Python,1
Gmsh,,C++,1
gnm,,R,1
Gnuplot,,C++,1
goatools,,Python,1
"gobbli[augment,tokenize,interactive]",,Python,1
goblin_cbm_runner,,Python,1
gofit,,Python,1
Gooey,,Python,1
google_cloud_aiplatform,,Python,1
google-ai-generativelanguage,,Python,1
google-api-core[grpc],,Python,1
google-cloud-firestore,,Python,1
google-generativeai,,Python,1
googlePolylines,,R,1
googletest,,C++,1
"googletest-bUIld
                   EXCLUDE_FROM_ALL",,C++,1
googleVis,,R,1
gower,,R,1
gpaw,,Python,1
Gperftools,,C++,1
gpindex,,R,1
gpjax,,Python,1
gpytorch,,Python,1
gradient-free-optimizers,,Python,1
gradio,,Python,1
gradio-client,,Python,1
grad-june,,Python,1
gRain,,R,1
grandalf,,Python,1
graphbin,,Python,1
graphbin2,,Python,1
graphemeu,,Python,1
graphene,,Python,1
grapher,,C++,1
grapherator,,R,1
GraphicsMagick,,C++,1
graphlib-backport,,Python,1
graphql-core,,Python,1
graphql-relay,,Python,1
grassland_production,,Python,1
Gravity,,C++,1
gRbase,,R,1
greatcirclepaths,,Python,1
grequests,,Python,1
grf,,R,1
Grib,,C++,1
grid_tutorial,,C++,1
gridBase,,R,1
gridformat,,C++,1
grimbert,,Python,1
GROMACS,,C++,1
groupICA,,R,1
grpcio-tools,,Python,1
gsd,,Python,1
GSelection,,R,1
gslx,,C++,1
gsw-xarray,,Python,1
gtfparse,,Python,1
gtkmm,,C++,1
GTKMM3,,C++,1
gudhi,,Python,1
GUniFrac,,R,1
gurobi-logtools,,Python,1
gwemopt,,Python,1
gwosc,,Python,1
gwpy,,Python,1
gymnasium-notices,,Python,1
gyroaverage,,C++,1
h3ppy,,Python,1
h5grove,,Python,1
h5io,,Python,1
h5py-wrapper,,Python,1
h5si,,C++,1
habanero,,Python,1
halo-analysis,,Python,1
hardcoded_design,,C++,1
harmony-py,,Python,1
hciplot,,Python,1
hdecompose,,Python,1
HDF,,C++,1
hdf5_hl,,C,1
hdfdict,,Python,1
HDInterval,,R,1
hdmf,,Python,1
healpix-alchemy,,Python,1
heapdict,,Python,1
heartpy,,Python,1
HeatCool,,C++,1
hedgehog,,R,1
heightmap,,C++,1
hello_world,,C++,1
hexSticker,,R,1
hgvs,,Python,1
hickle,,Python,1
hickleable,,Python,1
hidapi,,Python,1
hidecan,,R,1
HighFive,,C++,1
HighFive EXCLUDE_FROM_ALL,,C++,1
hijri-converter,,Python,1
hikload,,Python,1
HiPart,,Python,1
hipfft,,C++,1
hiphive,,Python,1
hitandrun,,R,1
HOGBEN,,Python,1
hoggorm,,Python,1
hoggormplot,,Python,1
Homepage,,Python,1
homopy,,Python,1
hooks,,C++,1
hoomd,,Python,1
howto,,C++,1
HPX,,C++,1
hpx_base_libraries,,C++,1
hpx_full,,C++,1
hpx_interface,,C++,1
hpx_interface_wrap_main,,C++,1
hpx_precompiled_headers,,C++,1
hpx_private_flags,,C++,1
hpx_public_flags,,C++,1
HPXInternal,,C++,1
hrv-analysis,,Python,1
hsluv,,Python,1
htcondor,,Python,1
htm2txt,,R,1
html2image,,Python,1
htmldate,,Python,1
httpcode,,R,1
httpretty,,Python,1
https://github.com/astropy/astroquery/archive/master.zip,,Python,1
hubo_puppet,,C++,1
hug,,Python,1
human_joint_limits,,C++,1
hupper,,Python,1
